cik,ticker,name,exchange,industry,revenue_M,employees,environment_grade,environment_level,environment_score,social_grade,social_level,social_score,governance_grade,governance_level,governance_score,total_grade,total_level,total_score,last_processing_date
0001031296,FE,FirstEnergy Corp,NYSE,Utilities,11049.0,13000,A,High,510,BB,Medium,304,BB,Medium,300,BBB,High,1114,2022-04-17
0001175454,FLT,Fleetcor Technologies Inc,NYSE,Technology,2672.0,11000,BBB,High,410,BB,Medium,302,BB,Medium,300,BBB,High,1012,2022-04-17
0001136893,FIS,Fidelity National Information Services Inc,NYSE,Technology,13877.0,65000,A,High,530,B,Medium,298,BB,Medium,310,BBB,High,1138,2022-04-17
0001132979,FRC,First Republic Bank,NYSE,Banking,5155.0,7000,BB,Medium,370,BB,Medium,331,B,Medium,288,BBB,High,989,2022-04-17
0000037785,FMC,FMC Corp,NYSE,Chemicals,5047.0,7300,A,High,510,BB,Medium,307,BB,Medium,315,BBB,High,1132,2022-04-17
0000034903,FRT,Federal Realty Investment Trust,NYSE,Real Estate,878.0,200,A,High,525,BB,Medium,302,BB,Medium,300,BBB,High,1127,2022-04-17
0001659166,FTV,Fortive Corp,NYSE,Machinery,2800.0,10000,A,High,540,BB,Medium,326,BB,Medium,305,BBB,High,1171,2022-04-17
0000039911,GPS,Gap Inc,NYSE,Retail,4480.0,90000,A,High,515,BB,Medium,349,BB,Medium,300,BBB,High,1164,2022-04-17
0001121788,GRMN,Garmin Ltd,NYSE,Consumer products,4982.0,18000,B,Medium,205,B,Medium,242,B,Medium,200,B,Medium,647,2022-04-17
0000749251,IT,Gartner Inc,NYSE,Technology,4600.0,18000,A,High,500,BB,Medium,316,BB,Medium,315,BBB,High,1131,2022-04-17
0000059478,LLY,Eli Lilly and Co,NYSE,Pharmaceuticals,28318.0,35000,A,High,510,BB,Medium,360,BB,Medium,310,BBB,High,1180,2022-04-17
0001095073,RE,Everest Re Group Ltd,NYSE,Insurance,11736.0,15000,A,High,505,B,Medium,276,BB,Medium,305,BBB,High,1086,2022-04-17
0001711269,EVRG,Evergy Inc,NYSE,Utilities,2423.0,5000,A,High,555,BB,Medium,310,BB,Medium,300,BBB,High,1165,2022-06-10
0001519751,FBHS,Fortune Brands Home & Security Inc,NYSE,Building,3019.0,13000,A,High,510,BB,Medium,302,BB,Medium,300,BBB,High,1112,2022-04-17
0000882095,GILD,Gilead Sciences Inc,NASDAQ,Biotechnology,27305.0,13000,A,High,500,BB,Medium,303,BB,Medium,300,BBB,High,1103,2022-04-17
0000859737,HOLX,Hologic Inc,NASDAQ,Health Care,5594.0,9000,A,High,515,BB,Medium,324,BB,Medium,315,BBB,High,1154,2022-04-17
0001000228,HSIC,Henry Schein Inc,NASDAQ,Health Care,11993.0,24000,B,Medium,210,B,Medium,205,B,Medium,200,B,Medium,615,2022-04-17
0000773840,HON,Honeywell International Inc,NASDAQ,Industrial Conglomerates,34392.0,100000,A,High,545,BB,Medium,344,BB,Medium,308,BBB,High,1197,2022-04-17
0001070750,HST,Host Hotels & Resorts Inc,NASDAQ,Real Estate,2765.0,200,A,High,510,BB,Medium,318,BB,Medium,318,BBB,High,1146,2022-04-17
0000040533,GD,General Dynamics Corp,NYSE,Aerospace and Defense,38469.0,103100,A,High,510,BB,Medium,310,BB,Medium,300,BBB,High,1120,2022-06-11
0000046080,HAS,Hasbro Inc,NASDAQ,Leisure Products,6421.0,15000,B,Medium,255,BB,Medium,301,BB,Medium,300,BB,Medium,856,2022-04-17
0000049196,HBAN,Huntington Bancshares Inc,NASDAQ,Banking,5606.0,17000,BB,Medium,308,BB,Medium,300,BB,Medium,300,BBB,High,908,2022-04-17
0000320335,GL,Globe Life Inc,NYSE,Insurance,4850.0,9500,B,Medium,215,B,Medium,238,B,Medium,215,B,Medium,668,2022-06-07
0000040987,GPC,Genuine Parts Co,NYSE,Distributors,17119.0,50000,A,High,535,B,Medium,225,BB,Medium,305,BBB,High,1065,2022-04-17
0001474735,GNRC,Generac Holdings Inc,NYSE,Electrical Equipment,3736.0,7800,A,High,535,BB,Medium,311,B,Medium,250,BBB,High,1096,2022-04-17
0001123360,GPN,Global Payments Inc,NYSE,Technology,7735.0,26000,BB,Medium,310,BB,Medium,343,B,Medium,265,BBB,High,918,2022-04-17
0000860730,HCA,HCA Healthcare Inc,NYSE,Health Care,58752.0,244000,A,High,520,BB,Medium,348,BB,Medium,305,BBB,High,1173,2022-04-17
0001359841,HBI,HanesBrands Inc,NYSE,Textiles Apparel and Luxury Goods,6804.0,69000,BB,Medium,310,B,Medium,223,BB,Medium,305,BB,Medium,838,2022-04-17
0001501585,HII,Huntington Ingalls Industries Inc,NYSE,Aerospace and Defense,9524.0,43000,A,High,545,BB,Medium,315,BB,Medium,315,BBB,High,1175,2022-04-17
0001645590,HPE,Hewlett Packard Enterprise Co,NYSE,Technology,27784.0,60000,B,Medium,230,BB,Medium,359,B,Medium,230,BB,Medium,819,2022-04-17
0000004447,HES,Hess Corp,NYSE,Energy,8479.0,1580,A,High,535,BB,Medium,300,BB,Medium,305,BBB,High,1140,2022-04-17
0001585689,HLT,Hilton Worldwide Holdings Inc,NYSE,Hotels Restaurants and Leisure,5788.0,68000,B,Medium,293,B,Medium,200,B,Medium,205,B,Medium,698,2022-04-17
0000048465,HRL,Hormel Foods Corp,NYSE,Food Products,11389.0,20000,A,High,570,BB,Medium,322,BB,Medium,300,BBB,High,1192,2022-04-17
0000047217,HPQ,HP Inc,NYSE,Technology,63487.0,51000,B,Medium,245,B,Medium,211,B,Medium,200,B,Medium,656,2022-04-17
0000049071,HUM,Humana Inc,NYSE,Health Care,83064.0,95000,BBB,High,462,BB,Medium,300,BB,Medium,300,BBB,High,1062,2022-04-17
0000004281,HWM,Howmet Aerospace Inc,NYSE,Aerospace and Defense,4971.0,22000,A,High,525,BB,Medium,315,BB,Medium,320,BBB,High,1160,2022-06-10
0000765880,PEAK,Healthpeak Properties Inc,NYSE,Real Estate,1150.0,300,A,High,535,BB,Medium,331,BB,Medium,335,A,High,1201,2022-06-11
0000040704,GIS,General Mills Inc,NYSE,Food Products,18627.0,35000,A,High,585,BB,Medium,326,BB,Medium,365,A,High,1276,2022-04-17
0000040545,GE,General Electric Co,NYSE,Industrial Conglomerates,74196.0,174000,A,High,533,BB,Medium,300,BB,Medium,300,BBB,High,1133,2022-06-10
0001639920,SPOT,Spotify Technology SA,NYSE,Media,9668.0,7400,A,High,500,B,Medium,283,B,Medium,255,BBB,High,1038,2022-04-22
0001660734,TRTN,Triton International Ltd,NYSE,Trading Companies and Distributors,1500.0,1000,BBB,High,477,BB,Medium,306,BB,Medium,300,BBB,High,1083,2022-04-19
0001630472,TRTX,TPG RE Finance Trust Inc,NYSE,Real Estate,300.0,100,B,Medium,230,B,Medium,239,BB,Medium,300,BB,Medium,769,2022-06-11
0001552033,TRU,TransUnion,NYSE,Professional Services,1900.0,9300,A,High,510,BB,Medium,313,BB,Medium,310,BBB,High,1133,2022-04-19
0001670592,YETI,Yeti Holdings Inc,NYSE,Leisure Products,1410.0,1000,B,Medium,269,B,Medium,253,BB,Medium,305,BB,Medium,827,2022-06-11
0001345016,YELP,Yelp Inc,NYSE,Media,1003.0,4800,B,Medium,245,A,High,515,B,Medium,213,BBB,High,973,2022-04-20
0001614178,YEXT,Yext Inc,NYSE,Technology,369.0,1600,BB,Medium,325,BB,Medium,314,BB,Medium,310,BBB,High,949,2022-06-11
0001364885,SPR,Spirit AeroSystems Holdings Inc,NYSE,Aerospace and Defense,3454.0,13000,A,High,515,BB,Medium,337,BB,Medium,300,BBB,High,1152,2022-04-19
0001819580,YSG,Yatsen Holding Ltd,NYSE,Consumer products,300.0,1500,BB,Medium,355,B,Medium,217,BB,Medium,325,BB,Medium,897,2022-06-11
0001631761,YRD,Yiren Digital Ltd,NYSE,Financial Services,300.0,3000,B,Medium,200,B,Medium,205,B,Medium,205,B,Medium,610,2022-04-20
0001673358,YUMC,Yum China Holdings Inc,NYSE,Hotels Restaurants and Leisure,1052.0,7000,B,Medium,205,B,Medium,217,B,Medium,220,B,Medium,642,2022-06-11
0001530804,TROX,Tronox Holdings PLC,NYSE,Chemicals,1800.0,6900,A,High,503,BB,Medium,320,BB,Medium,300,BBB,High,1123,2022-04-19
0001720446,ZEPP,Zepp Health Corp,NYSE,Electrical Equipment,200.0,3000,B,Medium,202,B,Medium,210,B,Medium,295,B,Medium,707,2022-06-11
0001802749,ZEV,Lightning eMotors Inc,NYSE,Machinery,100.0,500,A,High,535,BB,Medium,391,B,Medium,240,BBB,High,1166,2022-06-11
0001423774,ZUO,Zuora Inc,NYSE,Technology,280.0,1400,B,Medium,240,B,Medium,234,B,Medium,200,B,Medium,674,2022-09-24
0001654126,ZIM,ZIM Integrated Shipping Services Ltd,NYSE,Marine,7300.0,4000,BB,Medium,329,BB,Medium,351,BB,Medium,320,BBB,High,1000,2022-04-20
0001403752,ZYME,Zymeworks Inc,NYSE,Biotechnology,30.0,300,B,Medium,240,BB,Medium,326,BB,Medium,305,BB,Medium,871,2022-06-11
0001439288,ZWS,Zurn Elkay Water Solutions Corp,NYSE,Building,600.0,2500,A,High,500,BB,Medium,300,BB,Medium,300,BBB,High,1100,2022-06-11
0001856314,YOU,Clear Secure Inc,NYSE,Technology,200.0,900,A,High,515,B,Medium,278,B,Medium,205,BBB,High,998,2022-04-21
0001463172,ZEN,Zendesk Inc,NYSE,Technology,1100.0,5000,A,High,515,BB,Medium,338,BB,Medium,320,BBB,High,1173,2022-04-20
0000785786,PLXS,Plexus Corp,NASDAQ,Electrical Equipment,793.0,17000,A,High,510,BB,Medium,300,BB,Medium,300,BBB,High,1110,2022-04-18
0001448397,SHIP,Seanergy Maritime Holdings Corp,NASDAQ,Marine,100.0,200,BB,Medium,345,BB,Medium,300,BB,Medium,305,BBB,High,950,2022-04-19
0001831651,SHLS,Shoals Technologies Group Inc,NASDAQ,Electrical Equipment,200.0,900,B,Medium,285,B,Medium,280,BB,Medium,300,BB,Medium,865,2022-06-10
0000913241,SHOO,Steven Madden Ltd,NASDAQ,Textiles Apparel and Luxury Goods,330.0,2300,A,High,508,B,Medium,231,BB,Medium,300,BBB,High,1039,2022-04-19
0000743238,SHYF,Shyft Group Inc,NASDAQ,Machinery,600.0,3000,A,High,510,BB,Medium,303,B,Medium,275,BBB,High,1088,2022-06-10
0001459839,SIBN,SI-BONE Inc,NASDAQ,Health Care,50.0,200,B,Medium,220,B,Medium,228,B,Medium,210,B,Medium,658,2022-06-10
0000065596,SIEB,Siebert Financial Corp,NASDAQ,Financial Services,30.0,150,BB,Medium,300,B,Medium,299,B,Medium,235,BB,Medium,834,2022-04-19
0001692412,PLYA,Playa Hotels & Resorts NV,NASDAQ,Hotels Restaurants and Leisure,500.0,4000,B,Medium,210,B,Medium,200,B,Medium,205,B,Medium,615,2022-06-10
0001091907,WWE,World Wrestling Entertainment Inc,NYSE,Media,1055.0,850,B,Medium,275,BB,Medium,332,BB,Medium,315,BBB,High,922,2022-04-20
0001157075,PMCB,PharmaCyte Biotech Inc,NASDAQ,Biotechnology,5.0,80,B,Medium,220,B,Medium,202,BB,Medium,300,B,Medium,722,2022-04-18
0000110471,WWW,Wolverine World Wide Inc,NYSE,Textiles Apparel and Luxury Goods,800.0,4000,BB,Medium,390,B,Medium,298,BB,Medium,308,BBB,High,996,2022-04-20
0001616000,XHR,Xenia Hotels & Resorts Inc,NYSE,Real Estate,600.0,1500,B,Medium,260,B,Medium,263,B,Medium,236,BB,Medium,759,2022-04-20
0001163302,X,United States Steel Corp,NYSE,Metals and Mining,16162.0,20000,A,High,535,BB,Medium,364,BB,Medium,300,BBB,High,1199,2022-04-19
0001810997,XPEV,Xpeng Inc,NYSE,Automobiles,3265.0,10000,B,Medium,215,B,Medium,208,B,Medium,200,B,Medium,623,2022-06-11
0001166003,XPO,XPO Logistics Inc,NYSE,Road and Rail,12814.0,44000,A,High,560,BB,Medium,318,BB,Medium,300,BBB,High,1178,2022-04-20
0001398453,XIN,Xinyuan Real Estate Co Ltd,NYSE,Real Estate,500.0,3000,B,Medium,205,B,Medium,242,BB,Medium,300,B,Medium,747,2022-04-20
0001772720,XL,XL Fleet Corp,NYSE,Auto Components,1600.0,1100,B,Medium,200,B,Medium,200,B,Medium,200,B,Medium,600,2022-04-22
0001725033,XYF,X Financial,NYSE,Financial Services,800.0,3000,B,Medium,215,B,Medium,205,B,Medium,200,B,Medium,620,2022-06-11
0000775368,Y,Alleghany Corp,NYSE,Insurance,1200.0,2700,B,Medium,215,B,Medium,240,BB,Medium,300,BB,Medium,755,2022-04-16
0001794350,YALA,Yalla Group Ltd,NYSE,Media,200.0,1000,B,Medium,233,B,Medium,244,B,Medium,220,B,Medium,697,2022-06-11
0000795403,WTS,Watts Water Technologies Inc,NYSE,Machinery,500.0,2000,BBB,High,420,BB,Medium,303,B,Medium,210,BBB,High,933,2022-04-19
0001551693,SIEN,Sientra Inc,NASDAQ,Health Care,120.0,600,B,Medium,219,BB,Medium,308,B,Medium,236,BB,Medium,763,2022-04-19
0000910406,HAIN,Hain Celestial Group Inc,NASDAQ,Food Products,1900.0,4000,A,High,520,BB,Medium,302,BB,Medium,305,BBB,High,1127,2022-04-17
0001742518,MTC,MMTEC Inc,NASDAQ,Technology,200.0,1200,B,Medium,221,B,Medium,225,BB,Medium,305,BB,Medium,751,2022-04-20
0001634379,MTCR,Metacrine Inc,NASDAQ,Biotechnology,100.0,300,B,Medium,210,B,Medium,207,BB,Medium,330,B,Medium,747,2022-06-10
0001183765,MTEM,Molecular Templates Inc,NASDAQ,Biotechnology,30.0,200,BB,Medium,360,BB,Medium,325,BB,Medium,320,BBB,High,1005,2022-06-10
0001091223,MTLS,Materialise NV,NASDAQ,Technology,200.0,900,A,High,505,BB,Medium,301,BB,Medium,300,BBB,High,1106,2022-04-18
0001056358,MTEX,Mannatech Inc,NASDAQ,Consumer products,200.0,600,B,Medium,200,B,Medium,260,B,Medium,230,B,Medium,690,2022-04-18
0000866273,MTRX,Matrix Service Co,NASDAQ,Construction,600.0,2500,A,High,589,BB,Medium,390,B,Medium,277,A,High,1256,2022-04-18
0001159036,HALO,Halozyme Therapeutics Inc,NASDAQ,Biotechnology,200.0,900,A,High,510,BB,Medium,302,BB,Medium,315,BBB,High,1127,2022-04-17
0000819913,HALL,Hallmark Financial Services Inc,NASDAQ,Insurance,200.0,400,B,Medium,215,B,Medium,233,BB,Medium,300,B,Medium,748,2022-04-17
0001277902,MVBF,MVB Financial Corp,NASDAQ,Banking,200.0,600,B,Medium,210,B,Medium,215,B,Medium,215,B,Medium,640,2022-04-18
0001760689,MVST,Microvast Holdings Inc,NASDAQ,Machinery,100.0,400,B,Medium,225,B,Medium,282,B,Medium,210,B,Medium,717,2022-06-11
0000065770,MVIS,MicroVision Inc,NASDAQ,Electrical Equipment,20.0,200,BBB,High,451,BB,Medium,300,BB,Medium,330,BBB,High,1081,2022-04-18
0001287098,MXCT,MaxCyte Inc,NASDAQ,Life Sciences Tools and Services,30.0,200,B,Medium,220,BB,Medium,300,B,Medium,248,BB,Medium,768,2022-04-21
0000899923,MYGN,Myriad Genetics Inc,NASDAQ,Biotechnology,700.0,2700,BB,Medium,353,BB,Medium,321,B,Medium,294,BBB,High,968,2022-04-18
0001327607,MYFW,First Western Financial Inc,NASDAQ,Banking,150.0,500,BB,Medium,351,BB,Medium,300,B,Medium,235,BB,Medium,886,2022-06-10
0001288469,MXL,Maxlinear Inc,NASDAQ,Semiconductors,880.0,3200,A,High,535,BB,Medium,325,BB,Medium,335,BBB,High,1195,2022-04-18
0001321834,MYMD,MyMD Pharmaceuticals Inc,NASDAQ,Pharmaceuticals,5.0,80,B,Medium,205,B,Medium,257,B,Medium,230,B,Medium,692,2022-06-11
0001823878,MYPS,Playstudios Inc,NASDAQ,Media,100.0,500,B,Medium,205,B,Medium,202,B,Medium,200,B,Medium,607,2022-06-11
0001819394,MTTR,Matterport Inc,NASDAQ,Technology,480.0,1500,BB,Medium,346,BB,Medium,325,B,Medium,260,BBB,High,931,2022-06-11
0001493594,MTSI,MACOM Technology Solutions Holdings Inc,NASDAQ,Semiconductors,500.0,1600,BB,Medium,377,BB,Medium,309,B,Medium,255,BBB,High,941,2022-04-18
0000840715,CLRO,Clearone Inc,NASDAQ,Communications,200.0,600,BB,Medium,370,B,Medium,228,B,Medium,210,BB,Medium,808,2022-04-16
0000749647,CLSN,Celsion Corp,NASDAQ,Biotechnology,20.0,150,B,Medium,255,B,Medium,214,BB,Medium,300,BB,Medium,769,2022-04-16
0000885462,GURE,Gulf Resources Inc,NASDAQ,Chemicals,200.0,600,BBB,High,408,B,Medium,206,BB,Medium,300,BBB,High,914,2022-04-17
0000944480,GVP,GSE Systems Inc,NASDAQ,Technology,200.0,800,A,High,505,BB,Medium,307,B,Medium,245,BBB,High,1057,2022-04-17
0001589061,GYRO,Gyrodyne LLC,NASDAQ,Real Estate,100.0,400,B,Medium,240,B,Medium,206,B,Medium,240,B,Medium,686,2022-04-17
0001434728,GWRS,Global Water Resources Inc,NASDAQ,Utilities,100.0,300,BB,Medium,367,B,Medium,297,B,Medium,235,BB,Medium,899,2022-04-17
0001172222,HA,Hawaiian Holdings Inc,NASDAQ,Airlines,1990.0,8000,B,Medium,200,BB,Medium,321,B,Medium,200,B,Medium,721,2022-04-17
0000827876,CLSK,CleanSpark Inc,NASDAQ,Technology,130.0,300,A,High,570,BB,Medium,326,BB,Medium,310,A,High,1206,2022-06-10
0001539029,CLSD,Clearside Biomedical Inc,NASDAQ,Pharmaceuticals,30.0,100,B,Medium,215,B,Medium,230,B,Medium,200,B,Medium,645,2022-07-26
0001824013,HAAC,Health Assurance Acquisition Corp,NASDAQ,Financial Services,0.0,20,B,Medium,200,B,Medium,258,BB,Medium,300,BB,Medium,758,2022-06-10
0001109242,HAFC,Hanmi Financial Corp,NASDAQ,Banking,200.0,600,B,Medium,250,B,Medium,207,B,Medium,233,B,Medium,690,2022-04-17
0001849867,CLST,Catalyst Bancorp Inc,NASDAQ,Financial Services,50.0,100,B,Medium,260,BB,Medium,350,B,Medium,267,BB,Medium,877,2022-06-11
0001026662,CLWT,Euro Tech Holdings Company Ltd,NASDAQ,Trading Companies and Distributors,100.0,500,B,Medium,230,B,Medium,201,B,Medium,210,B,Medium,641,2022-04-17
0001705843,CLXT,Calyxt Inc,NASDAQ,Biotechnology,50.0,200,A,High,535,BB,Medium,322,BB,Medium,325,BBB,High,1182,2022-06-10
0001738177,CMBM,Cambium Networks Corp,NASDAQ,Communications,330.0,1500,A,High,505,BB,Medium,337,BB,Medium,300,BBB,High,1142,2022-06-10
0001005229,CMCO,Columbus McKinnon Corp,NASDAQ,Machinery,550.0,2500,B,Medium,200,BB,Medium,323,B,Medium,240,BB,Medium,763,2022-04-16
0000943184,EVK,Ever-Glory International Group Inc,NASDAQ,Textiles Apparel and Luxury Goods,50.0,300,B,Medium,200,B,Medium,211,B,Medium,210,B,Medium,621,2022-04-17
0001466301,CLVS,Clovis Oncology Inc,NASDAQ,Biotechnology,30.0,400,B,Medium,225,B,Medium,212,BB,Medium,300,B,Medium,737,2022-04-16
0001819615,CLVR,Clever Leaves Holdings Inc,NASDAQ,Pharmaceuticals,0.0,20,B,Medium,225,B,Medium,243,B,Medium,205,B,Medium,673,2022-06-10
0001751876,HAPP,Happiness Development Group Ltd,NASDAQ,Consumer products,5.0,80,B,Medium,225,B,Medium,207,BB,Medium,300,B,Medium,732,2022-06-10
0001436425,HBCP,Home Bancorp Inc,NASDAQ,Financial Services,150.0,500,B,Medium,230,B,Medium,202,B,Medium,200,B,Medium,632,2022-04-17
0001123494,HBIO,Harvard Bioscience Inc,NASDAQ,Life Sciences Tools and Services,150.0,600,B,Medium,250,B,Medium,221,BB,Medium,300,BB,Medium,771,2022-04-17
0000706129,HBNC,Horizon Bancorp Inc,NASDAQ,Banking,250.0,900,B,Medium,255,BB,Medium,321,B,Medium,233,BB,Medium,809,2022-04-17
0000775215,HBT,HBT Financial Inc,NASDAQ,Banking,200.0,700,B,Medium,245,B,Medium,275,BB,Medium,300,BB,Medium,820,2022-06-10
0001636422,HCAT,Health Catalyst Inc,NASDAQ,Health Care,300.0,1200,A,High,545,BB,Medium,324,BB,Medium,320,BBB,High,1189,2022-06-10
0001824846,HCAR,Healthcare Services Acquisition Corp,NASDAQ,Financial Services,0.0,30,B,Medium,245,B,Medium,205,BB,Medium,300,BB,Medium,750,2022-06-10
0001708493,HARP,Harpoon Therapeutics Inc,NASDAQ,Biotechnology,10.0,100,BBB,High,485,BB,Medium,300,BB,Medium,310,BBB,High,1095,2022-06-10
0000858655,HAYN,Haynes International Inc,NASDAQ,Metals and Mining,430.0,1200,A,High,500,BB,Medium,301,BB,Medium,300,BBB,High,1101,2022-04-17
0001098146,PNBK,Patriot National Bancorp Inc,NASDAQ,Banking,100.0,300,B,Medium,205,BB,Medium,302,B,Medium,210,B,Medium,717,2022-04-18
0001784567,HCDI,Harbor Custom Development Inc,NASDAQ,Consumer products,200.0,500,B,Medium,222,B,Medium,221,B,Medium,208,B,Medium,651,2022-06-10
0001403431,HCCI,Heritage-Crystal Clean Inc,NASDAQ,Commercial Services and Supplies,150.0,400,A,High,525,BBB,High,400,BB,Medium,300,A,High,1225,2022-04-17
0001115055,PNFP,Pinnacle Financial Partners Inc,NASDAQ,Banking,600.0,2200,B,Medium,271,BB,Medium,328,B,Medium,250,BB,Medium,849,2022-11-08
0001811764,PNT,POINT Biopharma Global Inc,NASDAQ,Biotechnology,0.0,20,BB,Medium,320,B,Medium,221,B,Medium,285,BB,Medium,826,2022-06-11
0001446159,POAI,Predictive Oncology Inc,NASDAQ,Health Care,20.0,150,B,Medium,278,B,Medium,297,B,Medium,220,BB,Medium,795,2022-06-10
0001622345,POLA,Polar Power Inc,NASDAQ,Electrical Equipment,50.0,300,B,Medium,200,B,Medium,200,B,Medium,200,B,Medium,600,2022-06-05
0001145197,PODD,Insulet Corp,NASDAQ,Health Care,298.0,2000,B,Medium,215,B,Medium,233,B,Medium,205,B,Medium,653,2022-11-07
0000833640,POWI,Power Integrations Inc,NASDAQ,Semiconductors,580.0,1900,A,High,575,B,Medium,285,BB,Medium,305,BBB,High,1165,2022-11-08
0001015383,POWW,Ammo Inc,NASDAQ,Leisure Products,150.0,500,B,Medium,233,B,Medium,224,B,Medium,200,B,Medium,657,2022-08-02
0000056868,PNRG,Primeenergy Resources Corp,NASDAQ,Energy,800.0,100,B,Medium,200,B,Medium,200,B,Medium,260,B,Medium,660,2022-11-08
0001766400,PNTG,Pennant Group Inc,NASDAQ,Health Care,800.0,8000,B,Medium,245,BB,Medium,306,B,Medium,200,BB,Medium,751,2022-06-10
0001028918,PPBI,Pacific Premier Bancorp Inc,NASDAQ,Banking,600.0,2000,A,High,565,BB,Medium,328,BB,Medium,315,A,High,1208,2022-11-08
0000914122,PPIH,Perma-Pipe International Holdings Inc,NASDAQ,Machinery,100.0,400,A,High,500,B,Medium,260,BB,Medium,300,BBB,High,1060,2022-06-10
0000802481,PPC,Pilgrims Pride Corp,NASDAQ,Food Products,4000.0,50000,A,High,500,BB,Medium,302,B,Medium,220,BBB,High,1022,2022-11-08
0001185348,PRAA,PRA Group Inc,NASDAQ,Financial Services,900.0,4000,BBB,High,473,BB,Medium,321,BB,Medium,310,BBB,High,1104,2022-11-08
0001449792,PPSI,Pioneer Power Solutions Inc,NASDAQ,Electrical Equipment,50.0,300,B,Medium,299,BB,Medium,305,BB,Medium,315,BBB,High,919,2022-11-08
0001689548,PRAX,Praxis Precision Medicines Inc,NASDAQ,Biotechnology,20.0,200,B,Medium,200,B,Medium,215,B,Medium,215,B,Medium,630,2022-06-10
0001588978,PRCT,Procept Biorobotics Corp,NASDAQ,Health Care,200.0,800,B,Medium,200,B,Medium,224,BB,Medium,300,B,Medium,724,2022-06-11
0001784535,PRCH,Porch Group Inc,NASDAQ,Retail,300.0,1500,B,Medium,225,B,Medium,227,B,Medium,215,B,Medium,667,2022-06-10
0001876431,PRE,Artisan Acquisition Corp,NASDAQ,Healthcare,200.0,600,B,Medium,245,B,Medium,203,B,Medium,265,B,Medium,713,2022-04-22
0001046568,PRDO,Perdoceo Education Corp,NASDAQ,Diversified Consumer Services,600.0,3500,BB,Medium,365,B,Medium,297,B,Medium,250,BBB,High,912,2022-06-10
0001300734,SISI,Shineco Inc,NASDAQ,Consumer products,30.0,200,BB,Medium,340,BB,Medium,346,BB,Medium,305,BBB,High,991,2022-06-11
0001451809,SITM,SiTime Corp,NASDAQ,Semiconductors,200.0,800,A,High,505,BB,Medium,304,BB,Medium,300,BBB,High,1109,2022-06-10
0000908937,SIRI,Sirius XM Holdings Inc,NASDAQ,Media,8700.0,9500,B,Medium,240,BB,Medium,302,B,Medium,205,B,Medium,747,2022-11-08
0001753673,SJ,Scienjoy Holding Corp,NASDAQ,Media,100.0,500,B,Medium,260,BB,Medium,320,B,Medium,240,BB,Medium,820,2022-06-10
0001829427,POW,Powered Brands,NASDAQ,Financial Services,200.0,1000,B,Medium,235,B,Medium,231,B,Medium,250,B,Medium,716,2022-04-20
0000080420,POWL,Powell Industries Inc,NASDAQ,Electrical Equipment,500.0,2200,A,High,500,B,Medium,240,B,Medium,215,BBB,High,955,2022-11-08
0001627475,UPWK,Upwork Inc,NASDAQ,Professional Services,503.0,800,B,Medium,275,B,Medium,264,B,Medium,278,BB,Medium,817,2022-06-10
0000883945,USAK,USA Truck Inc,NASDAQ,Road and Rail,600.0,2200,A,High,532,BB,Medium,311,BB,Medium,303,BBB,High,1146,2022-11-08
0000027093,USAU,US Gold Corp,NASDAQ,Metals and Mining,5.0,50,BBB,High,400,B,Medium,240,BB,Medium,300,BBB,High,940,2022-06-10
0000931584,USAP,Universal Stainless & Alloy Products Inc,NASDAQ,Metals and Mining,200.0,700,B,Medium,238,B,Medium,231,B,Medium,200,B,Medium,669,2022-11-08
0000101594,USEG,US Energy Corp,NASDAQ,Energy,100.0,200,BBB,High,438,B,Medium,265,BB,Medium,315,BBB,High,1018,2022-11-08
0001088034,USIO,Usio Inc,NASDAQ,Technology,70.0,300,B,Medium,285,B,Medium,245,B,Medium,240,BB,Medium,770,2022-06-10
0001082554,UTHR,United Therapeutics Corp,NASDAQ,Biotechnology,1600.0,1700,B,Medium,233,B,Medium,259,BB,Medium,300,BB,Medium,792,2022-11-08
0001668243,URGN,Urogen Pharma Ltd,NASDAQ,Biotechnology,30.0,200,B,Medium,210,B,Medium,251,B,Medium,290,BB,Medium,751,2022-06-10
0000912615,URBN,Urban Outfitters Inc,NASDAQ,Retail,4033.0,23000,BB,Medium,335,BB,Medium,300,BB,Medium,300,BBB,High,935,2022-11-08
0001789299,UTME,Utime Ltd,NASDAQ,Electrical Equipment,50.0,300,B,Medium,217,B,Medium,200,B,Medium,200,B,Medium,617,2022-06-10
0001452965,UTRS,Minerva Surgical Inc,NASDAQ,Health Care,100.0,500,B,Medium,205,B,Medium,201,B,Medium,210,B,Medium,616,2022-06-11
0001030471,UTSI,UTStarcom Holdings Corp,NASDAQ,Communications,50.0,300,BB,Medium,340,BB,Medium,310,BB,Medium,365,BBB,High,1015,2022-11-08
0001729173,UXIN,Uxin Ltd,NASDAQ,Retail,400.0,4000,B,Medium,203,B,Medium,202,B,Medium,225,B,Medium,630,2022-06-10
0000102212,UVSP,Univest Financial Corp,NASDAQ,Banking,250.0,800,BB,Medium,331,BB,Medium,322,BB,Medium,305,BBB,High,958,2022-11-08
0001597835,CMCM,Cheetah Mobile Inc,NYSE,Technology,200.0,900,B,Medium,205,B,Medium,214,B,Medium,215,B,Medium,634,2022-11-07
0000022444,CMC,Commercial Metals Co,NYSE,Metals and Mining,5543.0,15000,B,Medium,223,B,Medium,212,B,Medium,200,B,Medium,635,2022-11-07
